"id";"submitdate";"lastpage";"startlanguage";"seed";"startdate";"datestamp";"ipaddr";"refurl";"ID";"Messageintro";"TimeB";"Gender";"Age";"Income";"State";"Agglo";"Freqtalk";"CauseCC";"GazCC[SQ001]";"GazCC[SQ002]";"GazCC[SQ003]";"GazCC[SQ004]";"GazCC[SQ006]";"GazCC[SQ005]";"EffectsCC";"RegionCC";"GenerationCC[SQ001]";"GenerationCC[SQ002]";"GenerationCC[SQ003]";"GenerationCC[SQ004]";"GenerationCC[SQ005]";"VisioncoopCC";"Orderpcp";"CBDR";"Gdfr";"Principles[SQ001]";"Principles[SQ002]";"Principles[SQ003]";"Principles[SQ004]";"Principles[SQ005]";"RkPrinciple[SQ001]";"RkPrinciple[SQ002]";"RkPrinciple[SQ003]";"RkPrinciple[SQ004]";"RkPrinciple[SQ005]";"Statements[SQ001]";"Statements[SQ002]";"Statements[SQ003]";"Statements[SQ004]";"Accountability";"History";"Ordrecas";"Randomnumber";"Test[SQ001]";"Test[SQ002]";"Test[SQ003]";"Test[SQ004]";"Case1[SQ001]";"Case1[SQ002]";"Case2[SQ001]";"Case2[SQ002]";"Case3[SQ001]";"Case3[SQ002]";"Case4[SQ001]";"Case4[SQ002]";"Case5[SQ001]";"Case5[SQ002]";"Case6[SQ001]";"Case6[SQ002]";"Coordination[SQ001]";"Coordination[SQ002]";"Coordination[SQ003]";"Coordination[SQ004]";"Reward[SQ001]";"Reward[SQ002]";"Chances";"Chances[other]";"Info";"Infono";"Educ";"CSP";"Comments";"TimeE";"Speedster";"Surveytime";"interviewtime";"groupTime7";"IDTime";"MessageintroTime";"TimeBTime";"GenderTime";"AgeTime";"IncomeTime";"StateTime";"AggloTime";"groupTime3";"FreqtalkTime";"CauseCCTime";"GazCCTime";"EffectsCCTime";"RegionCCTime";"GenerationCCTime";"VisioncoopCCTime";"groupTime4";"OrderpcpTime";"CBDRTime";"GdfrTime";"PrinciplesTime";"RkPrincipleTime";"StatementsTime";"AccountabilityTime";"HistoryTime";"groupTime5";"OrdrecasTime";"RandomnumberTime";"TestTime";"Case1Time";"Case2Time";"Case3Time";"Case4Time";"Case5Time";"Case6Time";"groupTime6";"CoordinationTime";"RewardTime";"ChancesTime";"InfoTime";"InfonoTime";"groupTime11";"EducTime";"CSPTime";"CommentsTime";"TimeETime";"SpeedsterTime";"SurveytimeTime"
"26";"2020-07-15 20:49:11";"42";"en";"388849636";"2020-07-15 20:29:53";"2020-07-15 20:49:11";"99.38.164.96";"https://s.cint.com/Survey/Fingerprint/d595f33a-c2c3-1c02-7e18-c4be97c0f5e9";"d595f33a-c2c3-1c02-7e18-c4be97c0f5e9";"";"1594837809";"A woman";"55-64";"Less than $20,000";"Indiana - IN";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Almost never";"is mainly due to natural climate variability";"Yes";"No";"No";"No";"Yes";"Yes";"Small";"Similar consequences in both regions";"No";"No";"No";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"Yes";"Yes";"No";"No";"No";"I rather agree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"3";"2";"False";"True";"False";"True";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I strongly disagree";"I strongly agree";"I partially disagree";"I partially agree";"I partially agree";"I partially disagree";"50 to 90%";"";"Yes";"";"Associate degree or higher";"Other (not employed)";"";"1594838951";"N/A";"1142";"1177.23";"";"";"16.41";"";"6.77";"9.38";"8.64";"10.65";"7.86";"";"8.94";"9.91";"18.46";"13.6";"9.77";"13.67";"19.29";"";"";"25.25";"14.91";"61";"33.53";"321.78";"15.52";"20.05";"";"";"";"85.95";"11.66";"20.67";"11.83";"34.54";"22.5";"22.6";"";"231.73";"38.4";"12.84";"11.25";"";"";"8.73";"10.24";"8.9";"";"";""
"27";"2020-07-15 20:55:05";"42";"en";"791558956";"2020-07-15 20:32:09";"2020-07-15 20:55:05";"172.77.244.103";"https://s.cint.com/Survey/Fingerprint/fa97d3e7-8d1b-535a-7cc5-e4bc3be6351d";"fa97d3e7-8d1b-535a-7cc5-e4bc3be6351d";"";"1594837942";"A woman";"45-54";"$40,000 to $74,999";"Pennsylvania - PA";"In a rural area or a small town";"Several times a month";"is mainly due to human activity";"Yes";"Yes";"No";"No";"Yes";"No";"Disastrous";"The USA";"No";"Yes";"Yes";"No";"No";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly disagree";"I rather agree";"I strongly agree";"I rather disagree";"I rather agree";"I rather agree";"No";"Yes";"Yes";"No";"No";"I strongly disagree";"I rather disagree";"I strongly disagree";"I strongly disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"4";"2";"False";"True";"False";"True";"I strongly agree";"I rather disagree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I rather agree";"I rather agree";"I rather disagree";"I strongly agree";"I strongly disagree";"I strongly disagree";"I rather agree";"I strongly disagree";"I strongly agree";"I partially agree";"I partially agree";"I strongly agree";"I partially disagree";"50 to 90%";"";"Yes";"";"High school completion or higher";"Employee (office, service, sales and clerical occupation)";"";"1594839305";"N/A";"1363";"1392.6";"";"";"13.71";"";"8.81";"9.95";"11.93";"15.93";"9.82";"";"14.01";"15.73";"51.64";"15.03";"10.3";"37.01";"30.49";"";"";"28.01";"28.21";"117.05";"68.47";"74.36";"15.2";"19.78";"";"";"";"139.9";"43.86";"57.4";"66.63";"99.63";"52.41";"62.64";"";"156.23";"49.49";"15.02";"10.16";"";"";"9.57";"23.46";"10.76";"";"";""
"29";"2020-07-15 21:01:58";"42";"en";"1548344783";"2020-07-15 20:34:04";"2020-07-15 21:01:58";"99.138.134.174";"https://s.cint.com/Survey/Fingerprint/1c49c528-3626-4a52-a20a-f262eaab06d2";"1c49c528-3626-4a52-a20a-f262eaab06d2";"";"1594838055";"A woman";"45-54";"$20,000 to $39,999";"Tennessee - TN";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a week";"is mainly due to human activity";"Yes";"Yes";"No";"No";"No";"No";"Disastrous";"Similar consequences in both regions";"No";"No";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly disagree";"I rather disagree";"I strongly agree";"I rather disagree";"I rather disagree";"I rather disagree";"No";"Yes";"No";"Yes";"No";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should only be held accountable for their current emissions";"3";"2";"False";"True";"False";"True";"I strongly disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I rather disagree";"I rather agree";"I rather agree";"I strongly disagree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"I partially agree";"1 to 10%";"";"I do not know";"";"Bachelor degree or higher";"Other (not employed)";"";"1594839718";"N/A";"1663";"1687.95";"";"";"11.52";"";"4.6";"4.12";"4.39";"5.8";"11.82";"";"35.39";"6.44";"20.66";"9.35";"50.11";"15.58";"28.65";"";"";"42.57";"14.41";"91.15";"23.26";"40.41";"11.26";"19.62";"";"";"";"155.13";"25.9";"417.99";"79.13";"134.28";"27.98";"70.61";"";"77.42";"208.97";"9.65";"8.13";"";"";"4.78";"10.79";"6.08";"";"";""
"30";"2020-07-15 20:47:58";"42";"en";"703528464";"2020-07-15 20:35:41";"2020-07-15 20:47:58";"76.16.67.186";"https://s.cint.com/Survey/Fingerprint/104e3769-0d57-00d5-a54b-0065de7f3aba";"104e3769-0d57-00d5-a54b-0065de7f3aba";"";"1594838197";"A man";"55-64";"More than $75,000";"Illinois - IL";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to human activity";"Yes";"Yes";"No";"No";"Yes";"Yes";"Disastrous";"Similar consequences in both regions";"Yes";"Yes";"Yes";"Yes";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I strongly disagree";"I strongly disagree";"I strongly agree";"I rather agree";"I strongly disagree";"I strongly disagree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I strongly disagree";"I rather agree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"4";"2";"False";"True";"False";"True";"I strongly disagree";"I rather agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I rather disagree";"I rather agree";"I rather agree";"I strongly disagree";"I partially agree";"I partially agree";"I partially disagree";"I partially agree";"I partially disagree";"11 to 49%";"";"I do not know";"";"Bachelor degree or higher";"Employee (office, service, sales and clerical occupation)";"";"1594838878";"N/A";"681";"751.02";"";"";"56.8";"";"5.7";"4.75";"4.48";"8.06";"3.47";"";"28.8";"5.77";"15.09";"6.12";"7.67";"13.98";"11.59";"";"";"18.48";"13.88";"97.99";"22.06";"26.97";"73.66";"9.51";"";"";"";"78.24";"37.98";"19.07";"8.16";"14.32";"21.85";"21.72";"";"52.08";"11.07";"13.86";"6.74";"";"";"4.09";"23.72";"3.29";"";"";""
"31";"2020-07-15 20:53:23";"42";"en";"408954380";"2020-07-15 20:35:52";"2020-07-15 20:53:23";"71.12.151.230";"https://s.cint.com/Survey/Fingerprint/1165abc5-1036-3c6a-8ee7-9c4ef256243f";"1165abc5-1036-3c6a-8ee7-9c4ef256243f";"";"1594838157";"A woman";"55-64";"Less than $20,000";"Georgia - GA";"In a rural area or a small town";"Several times a year";"is mainly due to human activity";"Yes";"Yes";"No";"No";"No";"No";"Disastrous";"Similar consequences in both regions";"No";"Yes";"Yes";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I strongly disagree";"I rather agree";"I strongly agree";"I strongly agree";"I strongly disagree";"I rather disagree";"No";"Yes";"Yes";"No";"No";"I strongly disagree";"I strongly disagree";"I rather agree";"I strongly disagree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held for their historical emissions since 1850, when humans started emitting large quantities of carbon in the atmosphere";"4";"2";"False";"True";"False";"True";"I rather disagree";"I strongly agree";"I strongly agree";"I strongly disagree";"I rather agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I rather agree";"I strongly disagree";"I rather agree";"I rather agree";"I strongly disagree";"I strongly disagree";"I partially disagree";"I partially agree";"I partially disagree";"I partially disagree";"50 to 90%";"";"Yes";"";"Associate degree or higher";"Lower grade professional, administrative and managerial occupation, intermediate or teaching occupation";"We need to talk and act seriously. Politicians do a lot of mouth movement but then they don't follow thru. We need action, Europe has electric cars but the Big ""3"" in 
Detroit have blocked electric cars for the last 20 years. We need to be able to have choices!!! When it comes to purchasing electric or low Carbon Dioxide to help the atmosphere.";"1594839203";"N/A";"1046";"1067.73";"";"";"5.72";"";"4.84";"5.64";"5.76";"8.61";"6.76";"";"7.54";"8.72";"14.27";"9.93";"9.58";"16";"22.5";"";"";"22.31";"14.24";"64.99";"28.32";"38.81";"16.31";"21.76";"";"";"";"111.42";"38.91";"41.94";"49.45";"40.5";"45.27";"31.76";"";"89.26";"53";"8.48";"7.63";"";"";"6.21";"23.19";"188.1";"";"";""
"32";"2020-07-15 20:45:58";"42";"en";"187178147";"2020-07-15 20:36:01";"2020-07-15 20:45:58";"68.226.147.182";"https://s.cint.com/";"d53f65d5-2b92-e852-d4f7-5214d63c9f2f";"";"1594838165";"A man";"35-44";"$40,000 to $74,999";"Louisiana - LA";"In a rural area or a small town";"Almost never";"is mainly due to natural climate variability";"No";"No";"No";"Yes";"No";"No";"Insignificant";"Similar consequences in both regions";"No";"No";"No";"Yes";"No";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"4";"None of the above";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"Yes";"No";"No";"No";"Yes";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"3";"2";"False";"False";"False";"False";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"less than 1%";"";"Yes";"";"High school completion or higher";"Employee (office, service, sales and clerical occupation)";"global warming is a fraud... it's a way for the UN to collect money and power";"1594838758";"N/A";"593";"615.51";"";"";"4.86";"";"7.35";"5.75";"8.18";"7.1";"6.87";"";"9.86";"16.32";"20.66";"29.79";"13.89";"19.25";"32.35";"";"";"28.36";"13.52";"9.84";"73.28";"8.13";"9.62";"25.72";"";"";"";"54.53";"6.04";"8.86";"5.4";"5.45";"11.27";"6.83";"";"7.6";"4.6";"21.42";"19.01";"";"";"10.81";"34.14";"68.85";"";"";""
"33";"2020-07-15 20:45:20";"42";"en";"1873627297";"2020-07-15 20:36:05";"2020-07-15 20:45:20";"75.25.0.45";"https://s.cint.com/Survey/Fingerprint/e3ea9f38-a9dc-90c1-011a-a8c16ad09eeb";"e3ea9f38-a9dc-90c1-011a-a8c16ad09eeb";"";"1594838174";"A man";"55-64";"More than $75,000";"California - CA";"In an urban area of a big city";"Several times a year";"is mainly due to human activity";"Yes";"No";"No";"No";"No";"Yes";"Significant";"Similar consequences in both regions";"No";"Yes";"Yes";"No";"No";"Principles of climate justice should be settled at the international level, even if that may prevent countries from pursuing the interest of their own people";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly disagree";"I rather agree";"I rather disagree";"Yes";"Yes";"No";"No";"No";"I rather agree";"I rather disagree";"I rather disagree";"I rather disagree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should be held for their historical emissions since 1850, when humans started emitting large quantities of carbon in the atmosphere";"4";"2";"False";"True";"False";"True";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I strongly disagree";"I rather agree";"I rather disagree";"I rather agree";"I rather disagree";"I strongly agree";"I partially disagree";"I partially disagree";"I partially agree";"I partially agree";"I strongly agree";"I partially agree";"50 to 90%";"";"Yes";"";"Bachelor degree or higher";"Retired";"";"1594838720";"N/A";"546";"568.64";"";"";"9.34";"";"8.11";"4.38";"5.91";"6.9";"5.14";"";"9.44";"7.36";"16.13";"7.7";"10.02";"20.99";"9.4";"";"";"18.48";"13.75";"44.47";"39.17";"29.25";"12.09";"12.95";"";"";"";"70.82";"18.59";"35.89";"14.58";"12.48";"13.39";"11.35";"";"43.73";"23.1";"11.54";"6.42";"";"";"4.43";"6.22";"5.12";"";"";""
"36";"2020-07-15 21:02:41";"42";"en";"2075516099";"2020-07-15 20:38:16";"2020-07-15 21:02:41";"65.102.109.52";"https://s.cint.com/Survey/Fingerprint/ca87b6ff-d3da-a11a-6cdd-81aca3dae62c";"ca87b6ff-d3da-a11a-6cdd-81aca3dae62c";"";"1594838310";"A man";"65+";"$20,000 to $39,999";"Minnesota - MN";"In an urban area of a big city";"Several times a month";"is mainly due to human activity";"Yes";"No";"No";"No";"No";"No";"Disastrous";"Similar consequences in both regions";"No";"No";"Yes";"No";"No";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"3";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold differentiated responsibilities, which means that some should make more efforts than others to combat climate change.";"I rather disagree";"I strongly agree";"I strongly agree";"I strongly agree";"I strongly agree";"I strongly agree";"No";"Yes";"Yes";"No";"No";"I strongly agree";"I strongly agree";"I strongly agree";"I strongly agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"4";"2";"True";"True";"True";"True";"I strongly agree";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I rather disagree";"I strongly agree";"I strongly disagree";"I strongly agree";"I strongly disagree";"I strongly disagree";"I strongly disagree";"I partially agree";"I strongly agree";"I strongly agree";"I strongly agree";"11 to 49%";"";"No";"What they have in order to control  there polution";"High school completion or higher";"Retired";"";"1594839761";"N/A";"1451";"1483.33";"";"";"14.49";"";"8.48";"7.78";"8.96";"20.25";"10.12";"";"12.17";"16.02";"29.86";"16.75";"23.72";"44.12";"40.25";"";"";"62.48";"27.71";"168.25";"43.38";"37.81";"23.91";"22.53";"";"";"";"79.62";"27.74";"198.85";"21.42";"23.94";"18.46";"20.77";"";"44.34";"38.44";"19.92";"14.48";"299.83";"";"14.37";"12.28";"9.83";"";"";""
"37";"2020-07-15 20:58:07";"42";"en";"2283316";"2020-07-15 20:39:12";"2020-07-15 20:58:07";"66.189.247.2";"https://s.cint.com/Survey/Fingerprint/3cbf2d30-0759-0cc8-5712-1a94381bb3ca";"3cbf2d30-0759-0cc8-5712-1a94381bb3ca";"";"1594838378";"A man";"25-34";"More than $75,000";"Georgia - GA";"In an urban area of a big city";"Several times a week";"is mainly due to natural climate variability";"Yes";"Yes";"No";"No";"Yes";"No";"Disastrous";"Similar consequences in both regions";"Yes";"Yes";"No";"No";"No";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"4";"Countries share common but differentiated responsibilities. However, if I had to choose, I would consider that countries mostly hold common responsibilities, which means that all countries, without exception, should act to limit climate change.";"I rather agree";"I strongly agree";"I rather agree";"I rather agree";"I strongly agree";"I strongly agree";"No";"Yes";"No";"Yes";"No";"I strongly agree";"I strongly agree";"I rather agree";"I rather agree";"Countries should be held accountable for the carbon emissions of all the products they consume, including the emissions of imported products that occur abroad";"Countries should be held accountable for their historical emissions since 1990, when it was scientifically established that climate change was real and caused by human activities";"3";"1";"True";"False";"False";"True";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I rather agree";"I strongly agree";"I partially agree";"I strongly agree";"I partially agree";"I strongly agree";"I strongly agree";"more than 99%";"";"Yes";"";"High school completion or higher";"Other (not employed)";"exellant";"1594839487";"N/A";"1109";"1151.47";"";"";"26.55";"";"8.19";"9.28";"11.3";"39.47";"7.32";"";"25.48";"23.06";"69.66";"49.16";"31.16";"29.34";"49.1";"";"";"59.04";"46.86";"12.5";"84.24";"48.92";"43.95";"36.57";"";"";"";"92.55";"13.12";"12.45";"7.79";"14.82";"8.63";"20.23";"";"52.65";"52.49";"34.39";"28.15";"";"";"40.62";"40.57";"21.86";"";"";""
"38";"2020-07-15 20:56:43";"42";"en";"1533026823";"2020-07-15 20:39:15";"2020-07-15 20:56:43";"97.95.36.68";"https://s.cint.com/Survey/Fingerprint/d0073d56-478e-2abd-ec74-0a2cf79b7385";"d0073d56-478e-2abd-ec74-0a2cf79b7385";"";"1594838364";"A man";"65+";"More than $75,000";"Michigan - MI";"In a suburban area on the outskirts of a big city, or in a medium-sized city";"Several times a month";"is mainly due to natural climate variability";"Yes";"Yes";"No";"No";"No";"No";"Insignificant";"Similar consequences in both regions";"No";"No";"No";"No";"Yes";"Principles of climate justice should never prevail over countries’ own national interests, even if it may impede the fight against climate change";"3";"None of the above";"I rather agree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"I rather disagree";"No";"Yes";"Yes";"No";"No";"I rather disagree";"I rather agree";"I rather agree";"I rather agree";"Countries should only be held accountable for the carbon emissions that occur on their territories";"Countries should only be held accountable for their current emissions";"4";"1";"False";"True";"False";"True";"I rather agree";"I rather agree";"I strongly disagree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I rather agree";"I strongly disagree";"I partially agree";"I strongly agree";"I strongly agree";"I strongly agree";"I strongly agree";"11 to 49%";"";"I do not know";"";"Bachelor degree or higher";"Retired";"";"1594839403";"N/A";"1039";"1063.87";"";"";"9.02";"";"5.13";"6.06";"9.01";"10.31";"13.07";"";"11.38";"12.92";"28.03";"31.54";"23.73";"15.13";"70.35";"";"";"30.74";"18";"161.89";"40.66";"59.46";"24.76";"16.76";"";"";"";"78.42";"29.81";"26.63";"54.34";"27.67";"25.07";"36.9";"";"80.43";"62.3";"12.53";"7.71";"";"";"8.95";"10.57";"4.59";"";"";""
